420,A Room with a View†, male nudity male pubic hair nude bathing piano pubic hair,1
421,Krush Groove†, actress shares first name with character bar car wash city dj,1
422,Friday the 13th: A New Beginning†, jason voorhees murder new jersey nightmare teenager,1
423,Subway†, band blackmail safe subway train,1
424,Def-Con 4†, canuxploitation independent film post apocalypse remake survival,1
425,My Beautiful Laundrette†, england mistress pakistani politics thatcher,1
426,Legal Eagles†, judicial judiciary lawyer murder painting,1
427,Little Shop of Horrors†, eclipse florist nerd plant shop,1
428,Howard the Duck†, alien duck laser planet singer,1
429,Big Trouble in Little China†, 1980s airport cb radio truck truck driver,1
430,Star Trek IV: The Voyage Home†, alien probe humpback whales probe time travel whale,1
431,Peggy Sue Got Married†, alternate history alternate timeline divorce high school reunion,1
432,9Ω Weeks†, blindfolded woman control male dominance sex game sex in public,1
433,The Wraith†, arizona death gang police sheriff,1
434,Aliens†, alien human versus alien monster rescue mission space marine,1
435,Shanghai Surprise†, china missionary opium villain year 1937,1
436,Highlander†, combat head cut off immortal scotland swordsman,1
437,Top Gun†, flying gay subtext machismo male objectification pilot,1
438,The Clan of the Cave Bear†, cave bear cro magnon neanderthal survival tradition,1
439,The Golden Child†, boy child chosen one demon detective,1
440,Invaders from Mars†, alien boy nurse school school nurse,1
441,The Color of Money†, hustler losing pool pool player tournament,1
442,Crocodile Dundee†, australian outback crocodile female reporter journalist new york city,1
443,Stand by Me†, friendship summertime treehouse walking on train tracks woods,1
444,Platoon†, 1960s famous score hero vietnam vietnam war,1
445,April Fool's Day†, april fools day island mansion psycho secret,1
446,The Texas Chainsaw Massacre 2†, chainsaw chainsaw murder human monster music score composed by director obscene finger gesture,1
447,Salvador†, 1980s el salvador political thriller reagan administration war journalism,1
448,Jason Lives: Friday the 13th Part VI†, actual animal killed death jason voorhees slasher flick teen horror,1
449,Witchboard†, evil spirit hatchet ouija ouija board psychopathic killer,1
450,River's Edge†, death friend high school murder police,1
451,She's Gotta Have It†, female nudity male model nudity rite of passage sex,1
452,The Living Daylights†, british agent defection escape kgb soviet general,1
453,Ishtar†, cia emir hotel map morocco,1
454,The Running Man†, game of death government conspiracy latina oppression police,1
455,Cry Freedom†, activist editor journalist newspaper south africa,1
456,The Untouchables†, corrupt judge tax evasion tough cop white suit year 1930,1
457,The Last Emperor†, abdication china emperor forbidden city republic,1
458,Jaws: The Revenge†, banana boat boat christmas sea shark,1
459,Spaceballs†, parody planet enclosed within shield sci fi spoof self referential winnebago,1
460,Beverly Hills Cop II†, detective police police chief robbery tall woman,1
461,Predator†, box office hit commando death of friend jungle severed arm,1
462,Superman IV: The Quest for Peace†, box office flop dc comics hair nuclear disarmament superman,1
463,Wall Street†, 1980s argument critique of capitalism f word fired from the job,1
464,Radio Days†, beach cigarette girl radio woman holding a baby working class,1
465,3 Men and a Baby†, 1980s baby heroin package questioned by police,1
466,The Princess Bride†, fairy tale giant pirate princess true love,1
467,Fatal Attraction†, borderline personality disorder killing a pet madame butterfly new york new york city,1
468,Good Morning, Vietnam†, disc jockey friendship radio vietnam vietnamese,1
469,Malone†, assassin box office flop cia farmer power,1
470,The Lost Boys†, 1980s california death small town vampire,1
471,La Bamba†, crash hispanic interracial relationship interracial romance racism,1
472,A Nightmare on Elm Street 3: Dream Warriors†, dream freddy krueger killer nightmare springwood ohio,1
473,The Barbarians†, bare breasts comic relief dragon gladiator harem,1
474,Prison†, electric chair haunting prison prisoner revenge,1
475,Creepshow 2†, anthology hit and run hit by a car living statue melting woman,1
476,Evil Dead II†, cabin cabin in the woods demon evil dead woods,1
477,Teen Wolf Too†, falling in love glowing eyes insult teenager three word title,1
478,Maurice†, homosexuality love male full frontal nudity male rear nudity one word title,1
479,The Brave Little Toaster†, journey obsolescence radio toaster vacuum cleaner,1
480,From a Whisper to a Scream†, bathtub cult film neck breaking tennessee wraparound story,1
481,Hellraiser†, blood cenobites creature demon male full frontal nudity,1
482,American Ninja 2: The Confrontation†, blood splatter island motorboat ninja sequel to cult film,1
483,Hollywood Shuffle†, actor african american dream two word title written and directed by cast member,1
484,Rambo III†, afghanistan colonel rambo rescue soviet,1
485,Scrooged†, christmas compassion executive ghost redemption,1
486,Midnight Run†, accountant bounty hunter fbi mafia mob,1
487,Die Hard†, christmas christmas eve christmas party held at gunpoint hostage,1
488,Rain Man†, buick convertible last will and testament savant travel,1
489,Bright Lights, Big City†, estranged wife fashion show magazine new york city writer,1
490,Dangerous Liaisons†, catholic corruption emotional abuse france seduction,1
491,Big†, friend job new york city toy wish,1
492,My Stepmother Is an Alien†, alien earth female alien mission secret,1
493,Twins†, bare chested male brother catholic orphanage long lost siblings twins,1
494,Beetlejuice†, attic ghost surrealism teenage girl yuppie,1
495,Crocodile Dundee II†, australia australian crime boss crocodile gangster,1
496,A Nightmare on Elm Street 4: The Dream Master†, demon dream elm street freddy krueger nightmare,1
497,Young Guns†, army cattle deputy new mexico rancher,1
498,The Land Before Time†, brontosaurus classical music dinosaur dinosaur feature earthquake,1
499,Poltergeist III†, aunt niece relationship brother sister relationship building father daughter relationship mirror,1
500,Child's Play†, birthday doll murder serial killer voodoo,1
501,Akira†, based on manga biker gang gifted child post thermonuclear war science runs amok,1
502,Action Jackson†, murder power psychotronic tough cop union,1
503,The Last Temptation of Christ†, carpenter exorcism faith reference to jesus christ temptation,1
504,School Daze†, beauty salon black college college fraternity sorority,1
505,Mystic Pizza†, commitment marriage pizza title appears in writing woman wearing only a mans shirt,1
506,Halloween 4: The Return of Michael Myers†, halloween michael myers murder niece october,1
507,Lady in White†, 1960s boy ghost murder small town,1
508,They Live†, alien brainwashing construction worker sunglasses teleportation,1
509,Talk Radio†, listener neo nazi radio radio station radio talk show,1
510,Phantasm II†, cemetery female nudity mortuary sphere tall man,1
511,Iguana†, 19th century based on novel disfigurement harpooner independent film,1
512,Friday the 13th Part VII: The New Blood†, death jason voorhees massacre slaughter telekinesis,1
513,Bloodsport†, hand to hand combat hong kong kumite martial arts tournament,1
514,Near Dark, farm vampire blood van truck sunlight motel bar sawed off shotgun revolver rooster crowing jesse james vampire clan butterfly knife cure for vampirism,1
515,The Abyss†, alien estranged couple ocean submarine underwater,1
516,Tango & Cash†, 1980s 80s action escape plea bargain prison,1
517,Indiana Jones and the Last Crusade†, castle diary holy grail map nazi,1
518,Licence to Kill†, drug cartel drug lord james bond 007 personal vendetta vengeance,1
519,Back to the Future Part II†, alternate timeline same actor playing two characters simultaneously on screen second part year 2015 younger version of character,1
520,Batman†, city dc comics gotham pantyhose police,1
521,Star Trek V: The Final Frontier†, captain half brother klingon planet vulcan,1
522,Black Rain†, counterfeit detective japan police chase yakuza,1
523,Glory†, army black soldier military uniform prejudice us civil war,1
524,We're No Angels†, con convict escape police priest,1
525,Sea of Love†, detective love single suspect title from song,1
526,Troop Beverly Hills†, beverly hills hotel divorce girl troop wilderness,1
527,Dead Poets Society†, education english teacher poet professor student,1
528,When Harry Met Sally...†, friendship love male female friendship new york sex,1
529,New York Stories†, 12 year old artist hotel three word title written and directed by cast member,1
530,Born on the Fourth of July†, desert drunkenness religious mother strict mother vietnam war,1
531,Pet Sematary†, cat cemetery maine secret woods,1
532,Major League†, cleveland indians league manager owner team,1
533,Bill & Ted's Excellent Adventure†, failing student high school payphone teenager telephone booth,1
534,Road House†, bikini cult film fired from the job martial arts violence,1
535,Henry V†, battle battle of agincourt king shakespeare play sword and shield,1
536,The Blood of Heroes†, battle blood splatter combat game showdown,1
537,Driving Miss Daisy†, 1950s african american jewish old age widow,1
538,Warlock†, 17th century book death warlock witch hunter,1
539,A Nightmare on Elm Street 5: The Dream Child†, child comic book dream murderer nightmare,1
540,Halloween 5†, cat halloween kitten michael myers psychotronic,1
541,Do the Right Thing†, black militant frustration pizza pizza parlor pizzeria,1
542,Friday the 13th Part VIII: Jason Takes Manhattan†, cult film friday the thirteenth hockey mask jason voorhees murder spree,1
